Hide the Pain Harold,I WANTED MY WIFE TO WAKE UP WITH A SMILE ON HER FACE. I'M NO LONGER ALLOWED TO HAVE SHARPIE MARKERS.,322,14,2
Hide the Pain Harold,"ONLY FINE, UPSTANDING INDIVIDUALS ARE ON IMGFLIP",1537,21,37
Hide the Pain Harold,"WHAT HAS 2 LEGS IN THE MORNING, 27 LEGS IN THE AFTERNOON AND 58 LEGS AT NIGHT? SOMEONE WHO COLLECTS LEGS.",227,10,6
Hide the Pain Harold,I'M READING A NEWS STORY ABOUT A MIDGET TAROT CARD READER WHO ESCAPE FROM PRISON. THEY'RE CALLING HIM A SMALL MEDIUM AT LARGE.,525,6,3
Hide the Pain Harold,MY INTERNET SCAM MADE ME A MILLION DOLLARS ZIMBABWE DOLLARS,80,4,0
Hide the Pain Harold,I BOUGHT MY WIFE ROSES WHEN I WAS YOUNGER SHE ASSUMED I DID SOMETHING WRONG THEN BEAT ME WITH THEM,4697,49,3
Hide the Pain Harold,"I HAVE 96,089 POINTS ON IMGFLIP! THAT'S 18,174,392 LESS THAN RAYDOG",10553,125,46
Hide the Pain Harold,MY FRIENDS HAVEN’T REPLIED TO MY MESSAGE YET OR THEY DON’T LOVE ME AND NEVER HAVE EITHER THEY ARE BUSY RIGHT NOW,75,2,1
Hide the Pain Harold,"I TOLD MY WIFE I DO WHAT I WANT, BUT NOT IN SO MANY WORDS I SIMPLIFIED IT TO ""YES DEAR""",19242,140,29
Hide the Pain Harold,"THE MEME I STOLE HAS HUNDREDS OF VIEWS THE ORIGINAL ONE HAS OVER 100,000",96,2,0
Hide the Pain Harold,I’M JUST GOING TO GO ON IMGFLIP AAAND I’M IN AN ARGUMENT WITH A STRANGER ON THE INTERNET,6480,93,55
Hide the Pain Harold,MY COMPUTER IS A HYPOCRITE IT KEEPS INSISTING I PROVE I'M NOT A ROBOT!,706,3,0
Hide the Pain Harold,I USED TO BE BROKE AND DUMB BEFORE GOING TO COLLEGE NOW IM BROKE WITH A DEGREE,24612,167,40
Hide the Pain Harold,A COUPLE HOURS AND NO NOTIFICATIONS MAYBE I SHOULD GET A JOB,7883,79,87
Hide the Pain Harold,I WANTED MY WIFE TO WAKE UP WITH A SMILE ON HER FACE. I'M NO LONGER ALLOWED TO HAVE SHARPIE MARKERS.,322,14,2
Hide the Pain Harold,"ONLY FINE, UPSTANDING INDIVIDUALS ARE ON IMGFLIP",1537,21,37
Hide the Pain Harold,"WHAT HAS 2 LEGS IN THE MORNING, 27 LEGS IN THE AFTERNOON AND 58 LEGS AT NIGHT? SOMEONE WHO COLLECTS LEGS.",227,10,6
Hide the Pain Harold,I'M READING A NEWS STORY ABOUT A MIDGET TAROT CARD READER WHO ESCAPE FROM PRISON. THEY'RE CALLING HIM A SMALL MEDIUM AT LARGE.,525,6,3
Hide the Pain Harold,MY INTERNET SCAM MADE ME A MILLION DOLLARS ZIMBABWE DOLLARS,80,4,0
Hide the Pain Harold,I BOUGHT MY WIFE ROSES WHEN I WAS YOUNGER SHE ASSUMED I DID SOMETHING WRONG THEN BEAT ME WITH THEM,4697,49,3
Hide the Pain Harold,"I HAVE 96,089 POINTS ON IMGFLIP! THAT'S 18,174,392 LESS THAN RAYDOG",10553,125,46
Hide the Pain Harold,MY FRIENDS HAVEN’T REPLIED TO MY MESSAGE YET OR THEY DON’T LOVE ME AND NEVER HAVE EITHER THEY ARE BUSY RIGHT NOW,75,2,1
Hide the Pain Harold,"I TOLD MY WIFE I DO WHAT I WANT, BUT NOT IN SO MANY WORDS I SIMPLIFIED IT TO ""YES DEAR""",19242,140,29
Hide the Pain Harold,"THE MEME I STOLE HAS HUNDREDS OF VIEWS THE ORIGINAL ONE HAS OVER 100,000",96,2,0
Hide the Pain Harold,I’M JUST GOING TO GO ON IMGFLIP AAAND I’M IN AN ARGUMENT WITH A STRANGER ON THE INTERNET,6480,93,55
Hide the Pain Harold,MY COMPUTER IS A HYPOCRITE IT KEEPS INSISTING I PROVE I'M NOT A ROBOT!,706,3,0
Hide the Pain Harold,I USED TO BE BROKE AND DUMB BEFORE GOING TO COLLEGE NOW IM BROKE WITH A DEGREE,24612,167,40
Hide the Pain Harold,A COUPLE HOURS AND NO NOTIFICATIONS MAYBE I SHOULD GET A JOB,7883,79,87
Hide the Pain Harold,MY WIFE AND I WERE HAPPY FOR 20 YEARS THEN WE MET,7254,95,13
Hide the Pain Harold,MY WIFE SIGNED ME UP FOR A LOCAL MARATHON JUST BEFORE SHE WENT TO SYRIA?!,10,1,0
Hide the Pain Harold,LOOKS AT KIDS BROWSER HISTORY HONEY WHERE IS MY BELT,34,1,0
Hide the Pain Harold,I WANTED A REAL MANS JOB WHERE I GET TO WORK WITHOUT A SHIRT NOW I PARTICIPATE IN CLINICAL STUDIES,37,1,0
Hide the Pain Harold,HEY I HAVE MORE VIEWS THAN RAYDOG IN THE POLITICS SECTION,1733,20,3
Hide the Pain Harold,WHAT'S THE DIFFERENCE BETWEEN A REPOST AND A BRILLIANT MEME LEADERBOARD POSITION,1376,11,1
Hide the Pain Harold,MY DOCTOR SAYS THERES A CHANCE THAT I’LL DIE IN MY SLEEP HOPEFULLY I WILL FIND THAT OUT NEXT MORNING,884,9,0
Hide the Pain Harold,IN SCHOOL MY TEACHER SAID I COULD BE ANYTHING SO I BECAME A TEMPLATE,169,2,0
Hide the Pain Harold,I GOT 3502 POINTS IN MY ACCOUNT JUST 18325613 POINTS LEFT TO REACH RAYDOG'S POINTS,45,6,4
Hide the Pain Harold,I JUST POSTED A MEME IN FUN SOMEONE LEFT A POLITICAL COMMENT,486,46,15
Hide the Pain Harold,"OH LOOK, A GOVERNMENT STUDY HAS SHOWN, THE REASON YOU MAY NOT BE ABLE TO SLEEP AT NIGHT IS BECAUSE YOU'RE AWAKE",2733,38,4
Hide the Pain Harold,MY NEW YEARS RESOLUTION IS TO MAKE FUNNIER MEMES SO HOW AM I DOING?,182,2,1
Hide the Pain Harold,I HAVEN'T BEEN INVITED TO A NEW YEAR'S EVE PARTY YET BUT IT'S ONLY 11 PM.,4355,48,6
Hide the Pain Harold,EVERYONE SAYS TO DO 10 SETS BUT NOBODY SAYS HOW LONG BETWEEN SETS,256,3,2
Hide the Pain Harold,MY 25 YEAR-OLD SON IS GOING ON HIS VERY FIRST DATE TONIGHT WITH SOME FLAMBOYANT GUY NAMED MIGUEL,2088,28,15
Hide the Pain Harold,"I HAD A BAD DAY YESTERDAY SO I DECIDED TO WATCH ""PEOPLE HAVING A WORSE DAY THAN YOU"" I WAS IN IT",37367,292,30
Hide the Pain Harold,MY HEMORRHOIDS ARE FANTASTIC THANKS FOR ASKING,353,4,4
Hide the Pain Harold,HEY I HAVE THE NUMBER ONE MEME RIGHT NOW IN POLITICS,1354,17,2
Hide the Pain Harold,I'M NOT DRINKING ANYMORE! BUT I AINT DRINKING ANY LESS,3412,42,0
Hide the Pain Harold,NOW LET'S SEE HOW THE MODERATORS RESPONDED TO THE LARGE AMOUNT OF SPAMMERS AND TROLLS I REPORTED THEY BANNED ME,9564,118,66
Hide the Pain Harold,I HAVE AN E-MAIL FROM MY INSURANCE COMPANY ABOUT MY AUTOMOBILE ACCIDENT LAST WEEK. I'M ON THEIR YOUTUBE CHANNEL AS PART OF THIS MONTH'S CAR ,3022,32,5
Hide the Pain Harold,THE BILL FROM THE MECHANIC IS READY I COULD BUY A NEW CAR FOR THAT MUCH,98,2,1
Hide the Pain Harold,"WHEN YOU'RE STRUGGLING WITH MATH, REMEMBER I AM TOO.",226,4,1
Hide the Pain Harold,"WE DON’T MAKE MISTAKES, JUST HAPPY LITTLE ACCIDENTS JUST LIKE MY DAD USED TO CALL ME!",236,4,0
Hide the Pain Harold,I WAS DEPRESSED ONCE BUT THEN I WATCHED JIMMY BARNES SCREAMING FOR 10 HOURS IT DIDN'T HELP,63,2,0
Hide the Pain Harold,TO ALL THE PEOPLE THAT COULDN'T STAND ME LAST YEAR THIS YEAR WILL BE EVEN WORSE,2393,31,0
